ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores,InventoryDays,TransferOpportunity,WasteRisk,AvgDaysToExpiry,DemandNearbtMatch,InventoryTurnOverProxy,SpoilageRate,DemandGapScore,TransferPriorityScore,RescuableUnits,WasteSavedProxy,RecommendedAction
Nestlé Yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_49,North,True,6.0,2.6279134309414935,77.5,False,True,2.074,False,0.012903225806451613,False,-0.17208656905850628,-0.02458379557978661,214.2,214.2,Discount
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_50,Unassigned ,No supported,8.6,23.555345090470276,4.017857142857143,False,False,2.074,True,0.24888888888888888,False,1.1553450904702771,0.0,67.6,0.0,Monitor
Mutton Mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_50,North,True,12.2,7.7715421048199325,30.44943820224719,False,True,2.074,False,0.03284132841328413,False,-1.128457895180068,-0.08548923448333848,262.1,262.1,Monitor
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_57,Unassigned ,No supported,6.9,10.701597085127835,5.769230769230769,True,True,2.074,True,0.17333333333333334,False,0.3015970851278347,0.03817684621871325,49.6,49.6,Monitor
Chicken Breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_58,Unassigned ,No supported,8.1,2.99794281262086,35.714285714285715,True,True,2.074,True,0.027999999999999997,True,0.19794281262086022,0.02175195743086376,97.2,97.2,Donate
Lays Chips 100g,PepsiCo,Snacks,144,2025-06-14,2025-06-24,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_51,Unassigned ,No supported,10.1,16.280982284271946,10.588235294117647,True,True,2.074,True,0.09444444444444444,True,2.6809822842719466,0.2415299355199952,130.4,130.4,Discount
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_32,Unassigned ,No supported,2.4,8.065967435703437,20.786516853932582,False,True,2.074,False,0.04810810810810811,False,-0.8340325642965638,-0.2453036953813423,176.1,176.1,Discount
Lays Chips 100g,PepsiCo,Snacks,232,2025-06-23,2025-07-03,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_59,Unassigned ,No supported,2.0,9.720289320273668,23.917525773195877,True,True,2.074,True,0.04181034482758621,False,0.02028932027366892,0.0067631067578896404,222.3,222.3,Monitor
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_22,West,False,9.7,15.315659113325752,4.228187919463087,True,True,2.074,True,0.2365079365079365,False,0.4156591133257521,0.03884664610521048,48.1,48.1,Monitor
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_33,Unassigned ,No supported,2.7,3.8006769795904556,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.2006769795904555,0.05423702151093392,220.4,220.4,Donate
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_60,Unassigned ,No supported,8.1,9.401435141061894,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,0.40143514106189393,0.04411375176504329,215.0,215.0,Discount
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_61,Unassigned ,No supported,3.6,14.755742143776828,21.893939393939394,True,True,2.074,True,0.045674740484429065,False,1.555742143776829,0.3382048138645281,275.8,275.8,Monitor
Nestlé Yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_51,North,True,14.9,2.8478040858955174,77.5,True,True,2.074,True,0.012903225806451613,False,0.047804085895517545,0.0030065462827369525,214.2,214.2,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_52,North,True,12.1,2.2424720551489257,131.0,True,True,2.074,True,0.007633587786259542,True,0.24247205514892567,0.01850931718694089,260.0,260.0,Discount
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_34,Unassigned ,No supported,2.4,4.24657132219609,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.6465713221960896,0.19016803594002635,220.4,220.4,Donate
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_35,Unassigned ,No supported,10.3,4.06408059362634,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.4640805936263397,0.04106907908197696,220.4,220.4,Donate
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_52,Unassigned ,No supported,5.4,11.495258125951658,0.7801418439716312,False,True,2.074,False,1.2818181818181817,False,-2.604741874048342,-0.4069909178200534,0.0,0.0,Discount
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_53,Unassigned ,No supported,12.5,16.543789603102397,0.7801418439716312,True,True,2.074,True,1.2818181818181817,False,2.443789603102397,0.18102145208165904,0.0,0.0,Discount
Fish Fillet 300g,FreshCatch,Meat,228,2025-06-23,2025-06-27,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_36,Unassigned ,No supported,7.6,20.155064630761174,11.067961165048542,False,True,2.074,False,0.09035087719298246,True,-0.44493536923882715,-0.05173667084172409,207.4,207.4,Discount
White Bread,Harvest Gold,Bakery,261,2025-06-25,2025-07-04,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_37,Unassigned ,No supported,5.0,17.75095303066924,13.05,False,True,2.074,False,0.07662835249042145,False,-2.2490469693307595,-0.3748411615551266,241.0,241.0,Monitor
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_53,North,True,5.4,17.90196827158625,1.5023474178403755,False,True,2.074,False,0.665625,False,-3.398031728413752,-0.5309424575646488,10.7,10.7,Discount
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_38,Unassigned ,No supported,3.8,4.045695449188197,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.44569544918819703,0.09285321858087439,220.4,220.4,Donate
Chicken Breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_54,North,True,13.3,9.766950230782566,4.563106796116505,False,True,2.074,False,0.21914893617021278,False,-0.5330497692174347,-0.037276207637582846,36.7,36.7,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_55,North,True,13.1,0.5856789004589457,246.66666666666669,False,True,2.074,False,0.004054054054054054,True,-0.014321099541054316,-0.0010156808185144905,147.4,147.4,Discount
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_56,North,True,4.6,4.415558039121852,54.69387755102041,False,True,2.074,False,0.01828358208955224,False,-0.48444196087814806,-0.08650749301395502,263.1,263.1,Discount
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_54,Unassigned ,No supported,14.6,13.522657867703318,7.603305785123967,True,True,2.074,True,0.13152173913043477,False,1.4226578677033181,0.09119601716046911,79.9,79.9,Discount
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_57,North,True,6.5,20.90565717245647,4.363636363636363,False,True,2.074,False,0.22916666666666666,False,-1.0943428275435316,-0.14591237700580423,74.0,74.0,Monitor
Lays Chips 100g,PepsiCo,Snacks,144,2025-06-14,2025-06-24,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_55,Unassigned ,No supported,13.7,13.42249464331372,10.588235294117647,False,True,2.074,False,0.09444444444444444,True,-0.17750535668627876,-0.012075194332399916,130.4,130.4,Discount
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_39,Unassigned ,No supported,13.4,12.639068693362814,11.408450704225352,False,True,2.074,False,0.08765432098765431,False,-1.560931306637185,-0.10839800740536007,147.8,147.8,Monitor
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_23,West,False,4.1,20.174992897688828,10.0,True,True,2.074,True,0.1,False,0.07499289768882633,0.014704489742907124,180.9,180.9,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_58,North,True,13.6,0.542974294852877,246.66666666666669,False,True,2.074,False,0.004054054054054054,True,-0.05702570514712302,-0.003905870215556371,147.4,147.4,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_59,North,True,13.5,1.6317317995550134,131.0,False,True,2.074,False,0.007633587786259542,True,-0.36826820044498665,-0.02539780692724046,260.0,260.0,Discount
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_40,Unassigned ,No supported,14.0,28.14099413357596,11.991869918699186,True,True,2.074,True,0.08338983050847458,False,3.540994133575957,0.23606627557173046,270.4,270.4,Monitor
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_60,North,True,12.2,22.348556525664375,4.363636363636363,True,True,2.074,True,0.22916666666666666,False,0.34855652566437456,0.026405797398816256,74.0,74.0,Monitor
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_56,Unassigned ,No supported,5.1,4.014848053364737,2.608695652173913,False,True,2.074,False,0.3833333333333333,False,-0.5851519466352624,-0.09592654862873154,7.4,7.4,Monitor
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_57,Unassigned ,No supported,9.5,9.693836281243703,3.786407766990291,False,True,2.074,False,0.2641025641025641,False,-0.6061637187562976,-0.057729877976790245,28.7,28.7,Monitor
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_61,North,True,3.4,4.240478699423167,54.69387755102041,False,True,2.074,False,0.01828358208955224,False,-0.6595213005768334,-0.14989120467655304,263.1,263.1,Discount
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_62,Unassigned ,No supported,15.0,13.594152912692476,21.893939393939394,True,True,2.074,True,0.045674740484429065,False,0.3941529126924763,0.02463455704327977,275.8,275.8,Monitor
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_58,Unassigned ,No supported,8.1,15.89196032218575,0.7801418439716312,True,True,2.074,True,1.2818181818181817,False,1.7919603221857496,0.19691871672370875,0.0,0.0,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_63,Unassigned ,No supported,8.6,7.379854424987331,16.571428571428573,True,True,2.074,True,0.0603448275862069,True,0.3798544249873306,0.039568169269513606,109.0,109.0,Discount
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_59,Unassigned ,No supported,13.1,19.010412077374717,4.017857142857143,False,False,2.074,False,0.24888888888888888,False,-3.3895879226252816,-0.0,67.6,0.0,Monitor
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_41,Unassigned ,No supported,13.0,9.45090723296851,20.786516853932582,True,True,2.074,True,0.04810810810810811,False,0.550907232968509,0.039350516640607784,176.1,176.1,Discount
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_42,Unassigned ,No supported,14.0,8.732652868346557,20.786516853932582,False,True,2.074,False,0.04810810810810811,False,-0.16734713165344317,-0.011156475443562878,176.1,176.1,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_64,Unassigned ,No supported,5.1,7.5560495666678085,16.571428571428573,True,True,2.074,True,0.0603448275862069,True,0.5560495666678085,0.09115566666685385,109.0,109.0,Discount
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_43,Unassigned ,No supported,5.9,11.47451307067723,11.408450704225352,False,True,2.074,False,0.08765432098765431,False,-2.72548692932277,-0.39499810569895216,147.8,147.8,Monitor
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_65,Unassigned ,No supported,12.3,28.119218017332273,1.728395061728395,True,True,2.074,True,0.5785714285714286,False,3.819218017332272,0.2871592494234791,17.7,17.7,Discount
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_66,Unassigned ,No supported,8.7,25.949991711395338,1.728395061728395,True,True,2.074,True,0.5785714285714286,False,1.6499917113953373,0.1701022382881791,17.7,17.7,Discount
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,2025-06-19,2025-06-23,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_67,Unassigned ,No supported,13.4,14.275960131734237,16.058394160583944,True,True,2.074,True,0.06227272727272727,False,0.575960131734238,0.03999723137043319,206.3,206.3,Discount
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_62,North,True,5.0,0.7025049138748536,246.66666666666669,True,True,2.074,True,0.004054054054054054,True,0.10250491387485361,0.017084152312475603,147.4,147.4,Discount
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_68,Unassigned ,No supported,4.5,9.773977023436345,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,0.7739770234363448,0.1407230951702445,215.0,215.0,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_24,West,False,4.3,17.696946058517483,10.0,False,True,2.074,False,0.1,False,-2.4030539414825185,-0.4534064040533054,180.9,180.9,Discount
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_69,Unassigned ,No supported,12.7,24.84764168338715,1.728395061728395,True,True,2.074,True,0.5785714285714286,False,0.5476416833871482,0.039973845502711554,17.7,17.7,Discount
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_60,Unassigned ,No supported,2.3,12.359708712555515,3.786407766990291,True,True,2.074,True,0.2641025641025641,False,2.059708712555514,0.6241541553198527,28.7,28.7,Monitor
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_70,Unassigned ,No supported,13.1,23.231400920898924,1.728395061728395,False,True,2.074,False,0.5785714285714286,False,-1.0685990791010767,-0.07578716873057281,17.7,17.7,Discount
Spinach Bunch,Local Farmer,Produce,145,2025-06-15,2025-06-22,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_71,Unassigned ,No supported,2.9,17.156042321792455,9.177215189873417,True,True,2.074,True,0.10896551724137932,True,1.3560423217924544,0.3477031594339627,129.2,129.2,Discount
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_72,Unassigned ,No supported,4.0,20.330771716349467,1.728395061728395,False,True,2.074,False,0.5785714285714286,False,-3.9692282836505335,-0.7938456567301067,17.7,17.7,Discount
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_73,Unassigned ,No supported,13.7,9.232483398435948,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,0.23248339843594756,0.01581519717251344,215.0,215.0,Discount
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_74,Unassigned ,No supported,11.8,9.259686023144122,24.88888888888889,True,True,2.074,True,0.04017857142857143,True,0.2596860231441216,0.0202879705581345,215.0,215.0,Discount
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_44,Unassigned ,No supported,5.1,4.146823306707194,62.22222222222222,True,True,2.074,True,0.016071428571428573,True,0.5468233067071941,0.08964316503396626,220.4,220.4,Donate
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_61,Unassigned ,No supported,9.0,10.362075091380772,21.93798449612403,False,True,2.074,False,0.04558303886925795,True,-2.537924908619228,-0.2537924908619228,270.1,270.1,Discount
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_62,Unassigned ,No supported,9.6,10.491756679883471,3.786407766990291,True,True,2.074,True,0.2641025641025641,False,0.19175667988347023,0.018090252819195306,28.7,28.7,Monitor
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_45,Unassigned ,No supported,14.2,10.583978531923828,20.786516853932582,True,True,2.074,True,0.04810810810810811,False,1.6839785319238274,0.11078806131077812,176.1,176.1,Discount
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_63,North,True,11.6,5.794683856860759,54.69387755102041,True,True,2.074,True,0.01828358208955224,False,0.8946838568607589,0.07100665530640944,263.1,263.1,Discount
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_63,Unassigned ,No supported,12.7,10.417276000201365,7.603305785123967,False,True,2.074,False,0.13152173913043477,False,-1.6827239997986343,-0.12282656932836747,79.9,79.9,Discount
Brown Bun Pack,Harvest Gold,Bakery,247,2025-06-25,2025-07-03,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_64,Unassigned ,No supported,2.5,9.776070940105727,24.7,False,True,2.074,False,0.04048582995951417,False,-0.2239290598942727,-0.06397973139836363,237.0,237.0,Monitor
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_75,Unassigned ,No supported,5.2,7.758000339879617,24.88888888888889,False,True,2.074,False,0.04017857142857143,True,-1.241999660120383,-0.20032252582586824,215.0,215.0,Discount
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_65,Unassigned ,No supported,5.4,11.744531627414586,0.7801418439716312,False,True,2.074,False,1.2818181818181817,False,-2.3554683725854133,-0.36804193321647083,0.0,0.0,Discount
Brown Bun Pack,Harvest Gold,Bakery,222,2025-06-18,2025-06-22,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_25,West,False,14.1,18.814315526292074,9.487179487179487,False,True,2.074,False,0.1054054054054054,True,-4.585684473707925,-0.30368771349059104,198.6,198.6,Discount
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_46,Unassigned ,No supported,8.8,7.338581390866389,20.786516853932582,False,True,2.074,False,0.04810810810810811,False,-1.5614186091336117,-0.15932842950342976,176.1,176.1,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_64,North,True,2.2,2.3680444957371174,131.0,True,True,2.074,True,0.007633587786259542,True,0.3680444957371174,0.11501390491784919,260.0,260.0,Discount
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_47,Unassigned ,No supported,6.0,7.940442140309595,20.786516853932582,False,True,2.074,False,0.04810810810810811,False,-0.9595578596904053,-0.13707969424148647,176.1,176.1,Discount
Tomato 1kg,Local Farmer,Produce,204,2025-06-18,2025-06-21,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_76,Unassigned ,No supported,3.5,8.166836518268466,21.030927835051546,False,True,2.074,False,0.047549019607843135,False,-1.533163481731533,-0.34070299594034065,194.3,194.3,Discount
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_65,North,True,9.8,24.41307412946513,1.5023474178403755,True,True,2.074,True,0.665625,False,3.1130741294651294,0.28824760458010457,10.7,10.7,Discount
Spinach Bunch,Local Farmer,Produce,145,2025-06-15,2025-06-22,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_77,Unassigned ,No supported,6.9,18.001614911016613,9.177215189873417,True,True,2.074,True,0.10896551724137932,True,2.2016149110166126,0.27868543177425475,129.2,129.2,Discount
Fish Fillet 300g,FreshCatch,Meat,40,2025-06-21,2025-06-25,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_66,Unassigned ,No supported,3.8,11.406465769956569,3.2,False,True,2.074,False,0.3125,True,-1.0935342300434314,-0.22781963125904822,27.5,27.5,Discount
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_78,Unassigned ,No supported,11.0,7.945850315215377,16.571428571428573,True,True,2.074,True,0.0603448275862069,True,0.9458503152153774,0.07882085960128145,109.0,109.0,Discount
Banana 6pcs,Local Farmer,Produce,154,2025-06-14,2025-06-21,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_26,West,False,5.1,6.582404722490617,27.5,True,True,2.074,True,0.03636363636363636,True,0.9824047224906174,0.1610499545066586,148.4,148.4,Discount
Fish Fillet 300g,FreshCatch,Meat,206,2025-06-18,2025-06-29,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_48,Unassigned ,No supported,5.8,14.655483799146701,12.046783625730994,False,True,2.074,False,0.08300970873786409,True,-2.4445162008533003,-0.3594876765960736,188.9,188.9,Discount
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_66,North,True,2.1,2.3446876672383694,131.0,True,True,2.074,True,0.007633587786259542,True,0.3446876672383694,0.11118957007689335,260.0,260.0,Discount
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_27,West,False,4.0,15.395012608922613,4.228187919463087,True,True,2.074,True,0.2365079365079365,False,0.4950126089226128,0.09900252178452255,48.1,48.1,Monitor
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_67,North,True,13.7,22.680813393028416,1.5023474178403755,True,True,2.074,True,0.665625,False,1.380813393028415,0.09393288387948402,10.7,10.7,Discount
Spinach Bunch,Local Farmer,Produce,115,2025-06-16,2025-06-23,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_79,Unassigned ,No supported,11.5,24.41996071327996,5.133928571428572,True,True,2.074,True,0.19478260869565217,True,2.0199607132799606,0.16159685706239685,92.6,92.6,Discount
Spinach Bunch,Local Farmer,Produce,253,2025-06-12,2025-06-15,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_80,Unassigned ,No supported,4.3,11.72572826822866,20.07936507936508,False,True,2.074,False,0.04980237154150197,True,-0.8742717317713389,-0.16495693052289415,240.4,240.4,Discount
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_68,North,True,14.0,4.18544826516638,54.69387755102041,False,True,2.074,False,0.01828358208955224,False,-0.7145517348336208,-0.04763678232224138,263.1,263.1,Discount
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_67,Unassigned ,No supported,8.1,5.326234856770132,2.608695652173913,True,True,2.074,True,0.3833333333333333,False,0.726234856770132,0.07980602821649803,7.4,7.4,Monitor
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_69,North,True,10.5,1.856378100223694,131.0,False,True,2.074,False,0.007633587786259542,True,-0.1436218997763059,-0.012488860850113557,260.0,260.0,Discount
Spinach Bunch,Local Farmer,Produce,253,2025-06-12,2025-06-15,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_81,Unassigned ,No supported,9.8,14.796663912228402,20.07936507936508,True,True,2.074,True,0.04980237154150197,True,2.196663912228402,0.203394806687815,240.4,240.4,Discount
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_82,Unassigned ,No supported,2.6,8.878790528401783,5.769230769230769,False,True,2.074,False,0.17333333333333334,False,-1.5212094715982172,-0.42255818655506033,49.6,49.6,Monitor
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_28,West,False,5.8,20.83254297603935,10.0,True,True,2.074,True,0.1,False,0.7325429760393476,0.10772690824108053,180.9,180.9,Discount
Fish Fillet 300g,FreshCatch,Meat,228,2025-06-23,2025-06-27,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_49,Unassigned ,No supported,4.0,22.753051504744672,11.067961165048542,True,True,2.074,True,0.09035087719298246,True,2.1530515047446706,0.4306103009489341,207.4,207.4,Discount
